,0,1
3045,8031,三井物産
3046,8032,日本紙パルプ商事
3047,8035,東京エレクトロン
3048,8037,カメイ
3049,8038,東都水産
3050,8039,築地魚市場
3051,8040,東京ソワール
3052,8041,ＯＵＧホールディングス
3053,8043,スターゼン
3054,8045,横浜丸魚
3055,8046,丸藤シートパイル
3056,8050,セイコーグループ
3057,8051,山善
3058,8052,椿本興業
3059,8053,住友商事
3060,8056,ＢＩＰＲＯＧＹ
3061,8057,内田洋行
3062,8058,三菱商事
3063,8059,第一実業
3064,8060,キヤノンマーケティングジャパン
3065,8061,西華産業
3066,8065,佐藤商事
3067,8066,三谷商事
3068,8068,菱洋エレクトロ
3069,8070,東京産業
3070,8072,日本出版貿易
3071,8074,ユアサ商事
3072,8075,神鋼商事
3073,8077,トルク
3074,8078,阪和興業
3075,8079,正栄食品工業
3076,8081,カナデン
3077,8084,菱電商事
3078,8085,ナラサキ産業
3079,8086,ニプロ
3080,8088,岩谷産業
3081,8089,ナイス
3082,8091,ニチモウ
3083,8093,極東貿易
3084,8095,アステナホールディングス
3085,8096,兼松エレクトロニクス
3086,8097,三愛オブリ
3087,8098,稲畑産業
3088,8101,ＧＳＩクレオス
3089,8103,明和産業
3090,8104,クワザワホールディングス
3091,8105,堀田丸正
3092,8107,キムラタン
3093,8111,ゴールドウイン
3094,8113,ユニ・チャーム
3095,8114,デサント
3096,8115,ムーンバット
3097,8117,中央自動車工業
3098,8118,キング
3099,8119,三栄コーポレーション
3100,8123,川辺
3101,8125,ワキタ
3102,8127,ヤマトインターナショナル
3103,8129,東邦ホールディングス
3104,8130,サンゲツ
3105,8131,ミツウロコグループホールディングス
3106,8132,シナネンホールディングス
3107,8133,伊藤忠エネクス
3108,8135,ゼット
3109,8136,サンリオ
3110,8137,サンワテクノス
3111,8138,三京化成
3112,8139,ナガホリ
3113,8140,リョーサン
3114,8141,新光商事
3115,8142,トーホー
3116,8143,ラピーヌ
3117,8144,デンキョーグループホールディングス
3118,8147,トミタ
3119,8150,三信電気
3120,8151,東陽テクニカ
3121,8152,ソマール
3122,8153,モスフードサービス
3123,8154,加賀電子
3124,8155,三益半導体工業
3125,8157,都築電気
3126,8158,ソーダニッカ
3127,8159,立花エレテック
3128,8160,木曽路
3129,8163,ＳＲＳホールディングス
3130,8165,千趣会
3131,8166,タカキュー
3132,8167,リテールパートナーズ
3133,8168,ケーヨー
3134,8173,上新電機
3135,8174,日本瓦斯
3136,8179,ロイヤルホールディングス
3137,8181,東天紅
3138,8182,いなげや
3139,8185,チヨダ
3140,8194,ライフコーポレーション
3141,8198,マックスバリュ東海
3142,8200,リンガーハット
3143,8202,ラオックスホールディングス
3144,8203,ＭｒＭａｘＨＤ
3145,8207,テンアライド
3146,8208,エンチョー
3147,8209,フレンドリー
3148,8214,ＡＯＫＩホールディングス
3149,8215,銀座山形屋
3150,8217,オークワ
3151,8218,コメリ
3152,8219,青山商事
3153,8225,タカチホ
3154,8226,理経
3155,8227,しまむら
3156,8230,はせがわ
3157,8233,高島屋
3158,8237,松屋
3159,8242,エイチ・ツー・オー　リテイリング
3160,8244,近鉄百貨店
3161,8247,大和
3162,8249,テクノアソシエ
3163,8252,丸井グループ
3164,8253,クレディセゾン
3165,8254,さいか屋
3166,8255,アクシアル　リテイリング
3167,8256,プロルート丸光
3168,8260,井筒屋
3169,8267,イオン
3170,8273,イズミ
3171,8275,フォーバル
3172,8276,平和堂
3173,8278,フジ
3174,8279,ヤオコー
3175,8281,ゼビオホールディングス
3176,8282,ケーズホールディングス
3177,8283,ＰＡＬＴＡＣ
3178,8285,三谷産業
3179,8289,Ｏｌｙｍｐｉｃグループ
3180,8291,日産東京販売ホールディングス
3181,8303,新生銀行
3182,8304,あおぞら銀行
3183,8306,三菱ＵＦＪフィナンシャル・グループ
3184,8308,りそなホールディングス
3185,8309,三井住友トラスト・ホールディングス
3186,8316,三井住友フィナンシャルグループ
3187,8331,千葉銀行
3188,8334,群馬銀行
3189,8336,武蔵野銀行
3190,8337,千葉興業銀行
3191,8338,筑波銀行
3192,8341,七十七銀行
3193,8343,秋田銀行
3194,8344,山形銀行
3195,8345,岩手銀行
3196,8346,東邦銀行
3197,8349,東北銀行
3198,8354,ふくおかフィナンシャルグループ
3199,8358,スルガ銀行
3200,8359,八十二銀行
3201,8360,山梨中央銀行
3202,8361,大垣共立銀行
3203,8362,福井銀行
3204,8364,清水銀行
3205,8365,富山銀行
3206,8366,滋賀銀行
3207,8367,南都銀行
3208,8368,百五銀行
3209,8369,京都銀行
3210,8370,紀陽銀行
3211,8377,ほくほくフィナンシャルグループ
3212,8381,山陰合同銀行
3213,8383,鳥取銀行
3214,8386,百十四銀行
3215,8387,四国銀行
3216,8388,阿波銀行
3217,8392,大分銀行
3218,8393,宮崎銀行
3219,8395,佐賀銀行
3220,8399,琉球銀行
3221,8410,セブン銀行
3222,8411,みずほフィナンシャルグループ
3223,8416,高知銀行
3224,8418,山口フィナンシャルグループ
3225,8424,芙蓉総合リース
3226,8425,みずほリース
3227,8439,東京センチュリー
3228,8462,フューチャーベンチャーキャピタル
3229,8473,ＳＢＩホールディングス
3230,8508,Ｊトラスト
3231,8511,日本証券金融
3232,8515,アイフル
3233,8518,日本アジア投資
3234,8521,長野銀行
3235,8522,名古屋銀行
3236,8524,北洋銀行
3237,8537,大光銀行
3238,8541,愛媛銀行
3239,8542,トマト銀行
3240,8544,京葉銀行
3241,8550,栃木銀行
3242,8551,北日本銀行
3243,8558,東和銀行
3244,8562,福島銀行
3245,8563,大東銀行
3246,8566,リコーリース
3247,8570,イオンフィナンシャルサービス
3248,8572,アコム
3249,8584,ジャックス
3250,8585,オリエントコーポレーション
3251,8591,オリックス
3252,8593,三菱ＨＣキャピタル
3253,8595,ジャフコ　グループ
3254,8596,九州リースサービス
3255,8600,トモニホールディングス
3256,8601,大和証券グループ本社
3257,8604,野村ホールディングス
3258,8609,岡三証券グループ
3259,8613,丸三証券
3260,8614,東洋証券
3261,8616,東海東京フィナンシャル・ホールディングス
3262,8617,光世証券
3263,8622,水戸証券
3264,8624,いちよし証券
3265,8628,松井証券
3266,8630,ＳＯＭＰＯホールディングス
3267,8697,日本取引所グループ
3268,8698,マネックスグループ
3269,8699,ＨＳホールディングス
3270,8700,丸八証券
3271,8704,トレイダーズホールディングス
3272,8705,日産証券グループ
3273,8706,極東証券
3274,8707,岩井コスモホールディングス
3275,8708,アイザワ証券グループ
3276,8713,フィデアホールディングス
3277,8714,池田泉州ホールディングス
3278,8715,アニコム　ホールディングス
3279,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス
3280,8732,マネーパートナーズグループ
3281,8737,あかつき本社
3282,8739,スパークス・グループ
3283,8742,小林洋行
3284,8746,第一商品
3285,8747,豊トラスティ証券
3286,8750,第一生命ホールディングス
3287,8766,東京海上ホールディングス
3288,8769,アドバンテッジリスクマネジメント
3289,8771,イー・ギャランティ
3290,8772,アサックス
3291,8783,ＧＦＡ
3292,8789,フィンテック　グローバル
3293,8793,ＮＥＣキャピタルソリューション
3294,8795,Ｔ＆Ｄホールディングス
3295,8798,アドバンスクリエイト
3296,8801,三井不動産
3297,8802,三菱地所
3298,8803,平和不動産
3299,8804,東京建物
3300,8818,京阪神ビルディング
3301,8830,住友不動産
3302,8835,太平洋興発
3303,8836,ＲＩＳＥ
3304,8841,テーオーシー
3305,8842,東京楽天地
3306,8844,コスモスイニシア
3307,8848,レオパレス２１
3308,8850,スターツコーポレーション
3309,8854,日住サービス
3310,8860,フジ住宅
3311,8864,空港施設
3312,8869,明和地所
3313,8871,ゴールドクレスト
3314,8876,リログループ
3315,8877,エスリード
3316,8881,日神グループホールディングス
3317,8886,ウッドフレンズ
3318,8887,リベレステ
3319,8889,ＡＰＡＭＡＮ
3320,8890,レーサム
3321,8891,ＡＭＧホールディングス
3322,8892,日本エスコン
3323,8893,新日本建物
3324,8894,ＲＥＶＯＬＵＴＩＯＮ
3325,8897,ＭＩＲＡＲＴＨホールディングス
3326,8898,センチュリー２１・ジャパン
3327,8903,サンウッド
3328,8904,ＡＶＡＮＴＩＡ
3329,8905,イオンモール
3330,8908,毎日コムネット
3331,8909,シノケングループ
3332,8912,エリアクエスト
3333,8914,エリアリンク
3334,8917,ファースト住建
3335,8918,ランド
3336,8919,カチタス
3337,8920,東祥
3338,8923,トーセイ
3339,8925,アルデプロ
3340,8927,明豊エンタープライズ
3341,8928,穴吹興産
3342,8929,青山財産ネットワークス
3343,8931,和田興産
3344,8934,サンフロンティア不動産
3345,8935,ＦＪネクストホールディングス
3346,8938,グローム・ホールディングス
3347,8940,インテリックス
3348,8944,ランドビジネス
3349,8945,サンネクスタグループ
3350,8946,ＡＳＩＡＮ　ＳＴＡＲ
3351,8995,誠建設工業
3352,8999,グランディハウス
3353,9001,東武鉄道
3354,9003,相鉄ホールディングス
3355,9005,東急
3356,9006,京浜急行電鉄
3357,9007,小田急電鉄
3358,9008,京王電鉄
3359,9009,京成電鉄
3360,9010,富士急行
3361,9012,秩父鉄道
3362,9017,新潟交通
3363,9020,東日本旅客鉄道
3364,9021,西日本旅客鉄道
3365,9022,東海旅客鉄道
3366,9024,西武ホールディングス
3367,9025,鴻池運輸
3368,9028,ゼロ
3369,9029,ヒガシトゥエンティワン
3370,9031,西日本鉄道
3371,9033,広島電鉄
3372,9034,南総通運
3373,9036,東部ネットワーク
3374,9037,ハマキョウレックス
3375,9039,サカイ引越センター
3376,9041,近鉄グループホールディングス
3377,9042,阪急阪神ホールディングス
3378,9044,南海電気鉄道
3379,9045,京阪ホールディングス
3380,9046,神戸電鉄
3381,9048,名古屋鉄道
3382,9049,京福電気鉄道
3383,9051,センコン物流
3384,9052,山陽電気鉄道
3385,9055,アルプス物流
3386,9057,遠州トラック
3387,9058,トランコム
3388,9059,カンダホールディングス
3389,9060,日本ロジテム
3390,9063,岡山県貨物運送
3391,9064,ヤマトホールディングス
3392,9065,山九
3393,9066,日新
3394,9067,丸運
3395,9068,丸全昭和運輸
3396,9069,センコーグループホールディングス
3397,9070,トナミホールディングス
3398,9072,ニッコンホールディングス
3399,9073,京極運輸商事
3400,9074,日本石油輸送
3401,9075,福山通運
3402,9076,セイノーホールディングス
3403,9078,エスライン
3404,9081,神奈川中央交通
3405,9082,大和自動車交通
3406,9083,神姫バス
3407,9086,日立物流
3408,9087,タカセ
3409,9090,ＡＺ−ＣＯＭ丸和ホールディングス
3410,9099,Ｃ＆Ｆロジホールディングス
3411,9101,日本郵船
3412,9104,商船三井
3413,9107,川崎汽船
3414,9110,ＮＳユナイテッド海運
3415,9115,明治海運
3416,9119,飯野海運
3417,9127,玉井商船
3418,9130,共栄タンカー
3419,9142,九州旅客鉄道
3420,9143,ＳＧホールディングス
3421,9145,ビーイングホールディングス
3422,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス
3423,9171,栗林商船
3424,9173,東海汽船
3425,9193,東京汽船
3426,9201,日本航空
3427,9202,ＡＮＡホールディングス
3428,9206,スターフライヤー
3429,9211,エフ・コード
3430,9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ
3431,9213,セイファート
3432,9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ
3433,9215,ＣａＳｙ
3434,9216,ビーウィズ
3435,9218,メンタルヘルステクノロジーズ
3436,9219,ギックス
3437,9220,エフビー介護サービス
3438,9221,フルハシＥＰＯ
3439,9227,マイクロ波化学
3440,9229,サンウェルズ
3441,9232,パスコ
3442,9233,アジア航測
3443,9240,デリバリーコンサルティング
3444,9241,フューチャーリンクネットワーク
3445,9242,メディア総研
3446,9244,デジタリフト
3447,9245,リベロ
3448,9246,プロジェクトカンパニー
3449,9247,ＴＲＥホールディングス
3450,9248,人・夢・技術グループ
3451,9249,日本エコシステム
3452,9250,ＧＲＣＳ
3453,9251,ＡＢ＆Ｃｏｍｐａｎｙ
3454,9252,ラストワンマイル
3455,9253,スローガン
3456,9254,ラバブルマーケティンググループ
3457,9256,サクシード
3458,9258,ＣＳ−Ｃ
3459,9259,タカヨシ
3460,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス
3461,9262,シルバーライフ
3462,9263,ビジョナリーホールディングス
3463,9264,ポエック
3464,9265,ヤマシタヘルスケアホールディングス
3465,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
3466,9268,オプティマスグループ
3467,9270,バリュエンスホールディングス
3468,9271,和心
3469,9272,ブティックス
3470,9273,コーア商事ホールディングス
3471,9274,ＫＰＰグループホールディングス
3472,9275,ナルミヤ・インターナショナル
3473,9278,ブックオフグループホールディングス
3474,9279,ギフトホールディングス
3475,9301,三菱倉庫
3476,9302,三井倉庫ホールディングス
3477,9303,住友倉庫
3478,9304,澁澤倉庫
3479,9305,ヤマタネ
3480,9306,東陽倉庫
3481,9307,杉村倉庫
3482,9308,乾汽船
3483,9310,日本トランスシティ
3484,9311,アサガミ
3485,9312,ケイヒン
3486,9313,丸八倉庫
3487,9318,アジア開発キャピタル
3488,9319,中央倉庫
3489,9322,川西倉庫
3490,9324,安田倉庫
3491,9325,ファイズホールディングス
3492,9326,関通
3493,9327,イー・ロジット
3494,9351,東洋埠頭
3495,9353,櫻島埠頭
3496,9355,リンコーコーポレーション
3497,9360,鈴与シンワート
3498,9361,伏木海陸運送
3499,9362,兵機海運
3500,9363,大運
3501,9364,上組
3502,9365,トレーディア
3503,9366,サンリツ
3504,9367,大東港運
3505,9368,キムラユニティー
3506,9369,キユーソー流通システム
3507,9376,ユーラシア旅行社
3508,9377,エージーピー
3509,9380,東海運
3510,9381,エーアイテイー
3511,9384,内外トランスライン
3512,9385,ショーエイコーポレーション
3513,9386,日本コンセプト
3514,9401,ＴＢＳホールディングス
3515,9404,日本テレビホールディングス
3516,9405,朝日放送グループホールディングス
3517,9408,新潟放送
3518,9409,テレビ朝日ホールディングス
3519,9412,スカパーＪＳＡＴホールディングス
3520,9413,テレビ東京ホールディングス
3521,9414,日本ＢＳ放送
3522,9416,ビジョン
3523,9417,スマートバリュー
3524,9418,ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
3525,9419,ワイヤレスゲート
3526,9421,エヌジェイホールディングス
3527,9422,コネクシオ
3528,9423,フォーバル・リアルストレート
3529,9424,日本通信
3530,9425,日本テレホン
3531,9428,クロップス
3532,9432,日本電信電話
3533,9433,ＫＤＤＩ
3534,9434,ソフトバンク
3535,9435,光通信
3536,9436,沖縄セルラー電話
3537,9438,エムティーアイ
3538,9439,エム・エイチ・グループ
3539,9441,ベルパーク
3540,9444,トーシンホールディングス
3541,9445,フォーバルテレコム
3542,9446,サカイホールディングス
3543,9449,ＧＭＯインターネットグループ
3544,9450,ファイバーゲート
3545,9466,アイドママーケティングコミュニケーション
3546,9467,アルファポリス
3547,9468,ＫＡＤＯＫＡＷＡ
3548,9470,学研ホールディングス
3549,9474,ゼンリン
3550,9475,昭文社ホールディングス
3551,9476,中央経済社ホールディングス
3552,9478,ＳＥホールディングス・アンド・インキュベーションズ
3553,9479,インプレスホールディングス
3554,9501,東京電力ホールディングス
3555,9502,中部電力
3556,9503,関西電力
3557,9504,中国電力
3558,9505,北陸電力
3559,9506,東北電力
3560,9507,四国電力
3561,9508,九州電力
3562,9509,北海道電力
3563,9511,沖縄電力
3564,9513,電源開発
3565,9514,エフオン
3566,9517,イーレックス
3567,9519,レノバ
3568,9522,リニューアブル・ジャパン
3569,9531,東京瓦斯
3570,9532,大阪瓦斯
3571,9533,東邦瓦斯
3572,9534,北海道瓦斯
3573,9535,広島ガス
3574,9536,西部ガスホールディングス
3575,9537,北陸瓦斯
3576,9539,京葉瓦斯
3577,9543,静岡ガス
3578,9551,メタウォーター
3579,9552,Ｍ＆Ａ総合研究所
3580,9553,マイクロアド
3581,9554,ＡＶｉＣ
3582,9556,ＩＮＴＬＯＯＰ
3583,9557,エアークローゼット
3584,9558,ジャパニアス
3585,9560,プログリット
3586,9561,グラッドキューブ
3587,9562,ビジネスコーチ
3588,9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3589,9564,ＦＣＥ　Ｈｏｌｄｉｎｇｓ
3590,9600,アイネット
3591,9601,松竹
3592,9602,東宝
3593,9603,エイチ・アイ・エス
3594,9605,東映
3595,9610,ウィルソン・ラーニング　ワールドワイド
3596,9612,ラックランド
3597,9613,エヌ・ティ・ティ・データ
3598,9616,共立メンテナンス
3599,9619,イチネンホールディングス
3600,9621,建設技術研究所
3601,9622,スペース
3602,9625,セレスポ
3603,9627,アインホールディングス
3604,9628,燦ホールディングス
3605,9629,ピー・シー・エー
3606,9631,東急レクリエーション
3607,9632,スバル興業
3608,9633,東京テアトル
3609,9635,武蔵野興業
3610,9636,きんえい
3611,9637,オーエス
3612,9639,三協フロンテア
3613,9640,セゾン情報システムズ
3614,9644,タナベコンサルティンググループ
3615,9647,協和コンサルタンツ
3616,9651,日本プロセス
3617,9656,グリーンランドリゾート
3618,9658,ビジネスブレイン太田昭和
3619,9661,歌舞伎座
3620,9663,ナガワ
3621,9672,東京都競馬
3622,9675,常磐興産
3623,9678,カナモト
3624,9679,ホウライ
3625,9682,ＤＴＳ
3626,9684,スクウェア・エニックス・ホールディングス
3627,9685,ＫＹＣＯＭホールディングス
3628,9686,東洋テック
3629,9687,ＫＳＫ
3630,9691,両毛システムズ
3631,9692,シーイーシー
3632,9696,ウィザス
3633,9697,カプコン
3634,9698,クレオ
3635,9699,西尾レントオール
3636,9701,東京會舘
3637,9702,アイ・エス・ビー
3638,9704,アゴーラ　ホスピタリティー　グループ
3639,9706,日本空港ビルデング
3640,9708,帝国ホテル
3641,9709,ＮＣＳ＆Ａ
3642,9713,ロイヤルホテル
3643,9715,トランス・コスモス
3644,9716,乃村工藝社
3645,9717,ジャステック
3646,9719,ＳＣＳＫ
3647,9720,ホテル、ニューグランド
3648,9722,藤田観光
3649,9723,京都ホテル
3650,9726,ＫＮＴ−ＣＴホールディングス
3651,9728,日本管財
3652,9729,トーカイ
3653,9731,白洋舎
3654,9733,ナガセ
3655,9734,精養軒
3656,9735,セコム
3657,9739,ＮＳＷ
3658,9740,セントラル警備保障
3659,9742,アイネス
3660,9743,丹青社
3661,9744,メイテック
3662,9746,ＴＫＣ
3663,9749,富士ソフト
3664,9753,アイエックス・ナレッジ
3665,9755,応用地質
3666,9757,船井総研ホールディングス
3667,9759,ＮＳＤ
3668,9760,進学会ホールディングス
3669,9761,東海リース
3670,9763,丸紅建材リース
3671,9765,オオバ
3672,9766,コナミグループ
3673,9767,日建工学
3674,9768,いであ
3675,9769,学究社
3676,9776,札幌臨床検査センター
3677,9778,昴
3678,9780,ハリマビステム
3679,9782,ディーエムエス
3680,9783,ベネッセホールディングス
3681,9787,イオンディライト
3682,9788,ナック
3683,9790,福井コンピュータホールディングス
3684,9791,ビケンテクノ
3685,9793,ダイセキ
3686,9795,ステップ
3687,9799,旭情報サービス
3688,9810,日鉄物産
3689,9812,テーオーホールディングス
3690,9816,ストライダーズ
3691,9818,大丸エナウィン
3692,9820,エムティジェネックス
3693,9823,マミーマート
3694,9824,泉州電業
3695,9827,リリカラ
3696,9828,元気寿司
3697,9830,トラスコ中山
3698,9831,ヤマダホールディングス
3699,9832,オートバックスセブン
3700,9835,ジュンテンドー
3701,9837,モリト
3702,9842,アークランズ
3703,9843,ニトリホールディングス
3704,9845,パーカーコーポレーション
3705,9846,天満屋ストア
3706,9849,共同紙販ホールディングス
3707,9850,グルメ杵屋
3708,9852,ＣＢグループマネジメント
3709,9853,銀座ルノアール
3710,9854,愛眼
3711,9856,ケーユーホールディングス
3712,9857,英和
3713,9861,吉野家ホールディングス
3714,9867,ソレキア
3715,9869,加藤産業
3716,9872,北恵
3717,9873,日本ＫＦＣホールディングス
3718,9876,コックス
3719,9878,セキド
3720,9880,イノテック
3721,9882,イエローハット
3722,9885,シャルレ
3723,9887,松屋フーズホールディングス
3724,9888,ＵＥＸ
3725,9889,ＪＢＣＣホールディングス
3726,9890,マキヤ
3727,9895,コンセック
3728,9896,ＪＫホールディングス
3729,9900,サガミホールディングス
3730,9902,日伝
3731,9903,カンセキ
3732,9904,ベリテ
3733,9906,藤井産業
3734,9908,日本電計
3735,9913,日邦産業
3736,9914,植松商会
3737,9919,関西フードマーケット
3738,9927,ワットマン
3739,9928,ミロク情報サービス
3740,9929,平和紙業
3741,9930,北沢産業
3742,9932,杉本商事
3743,9934,因幡電機産業
3744,9936,王将フードサービス
3745,9941,太洋物産
3746,9945,プレナス
3747,9946,ミニストップ
3748,9948,アークス
3749,9950,ハチバン
3750,9955,ヨンキュウ
3751,9956,バローホールディングス
3752,9959,アシードホールディングス
3753,9960,東テク
3754,9962,ミスミグループ本社
3755,9964,アイ・テック
3756,9967,堺商事
3757,9969,ショクブン
3758,9972,アルテック
3759,9973,小僧寿し
3760,9974,ベルク
3761,9976,セキチュー
3762,9977,アオキスーパー
3763,9978,文教堂グループホールディングス
3764,9979,大庄
3765,9980,ＭＲＫホールディングス
3766,9982,タキヒヨー
3767,9983,ファーストリテイリング
3768,9984,ソフトバンクグループ
3769,9986,蔵王産業
3770,9987,スズケン
3771,9989,サンドラッグ
3772,9990,サックスバー　ホールディングス
3773,9991,ジェコス
3774,9993,ヤマザワ
3775,9994,やまや
3776,9995,グローセル
3777,9996,サトー商会
3778,9997,ベルーナ
